id,order_id,order_no,food_name,price,create_time,hotel_id,order_date
40488,1011581,51459482355554,嫩牛肉,28,4/1/16 11:45,1012718,4/1/16
40489,1011581,51459482355554,鲜鸭血,12,4/1/16 11:45,1012718,4/1/16
40490,1011582,51459482373980,夫人·腰花,20,4/1/16 11:46,1012718,4/1/16
40491,1011582,51459482373980,北冰洋,4,4/1/16 11:46,1012718,4/1/16
40492,1011582,51459482373980,牛油红锅3-4人,29,4/1/16 11:46,1012718,4/1/16
40493,1011582,51459482373980,土鳝鱼,26,4/1/16 11:46,1012718,4/1/16
40494,1011582,51459482373980,油条,5,4/1/16 11:46,1012718,4/1/16
40495,1011582,51459482373980,山药,10,4/1/16 11:46,1012718,4/1/16
40496,1011582,51459482373980,平菇,6,4/1/16 11:46,1012718,4/1/16
40497,1011582,51459482373980,夫人·麻辣牛肉,32,4/1/16 11:46,1012718,4/1/16
40498,1011582,51459482373980,蒿子秆,8,4/1/16 11:46,1012718,4/1/16
40499,1011582,51459482373980,绿色毛肚（空运）,26,4/1/16 11:46,1012718,4/1/16
40500,1011582,51459482373980,极品肥肠,26,4/1/16 11:46,1012718,4/1/16
40501,1011582,51459482373980,雪花勇闯天涯,6,4/1/16 11:46,1012718,4/1/16
40502,1011582,51459482373980,油豆皮,8,4/1/16 11:46,1012718,4/1/16
40503,1011582,51459482373980,脑花,10,4/1/16 11:46,1012718,4/1/16
40504,1011582,51459482373980,宽粉（空运）,10,4/1/16 11:46,1012718,4/1/16
40505,1011582,51459482373980,午餐肉(梅林),16,4/1/16 11:46,1012718,4/1/16
40506,1011582,51459482373980,秘制鲜虾滑,28,4/1/16 11:46,1012718,4/1/16
40507,1011582,51459482373980,嫩牛肉,28,4/1/16 11:46,1012718,4/1/16
40508,1011582,51459482373980,鲜鸭血,12,4/1/16 11:46,1012718,4/1/16
40509,1011583,51459482395115,夫人·腰花,20,4/1/16 11:46,1012718,4/1/16
40510,1011583,51459482395115,北冰洋,4,4/1/16 11:46,1012718,4/1/16
40511,1011583,51459482395115,牛油红锅3-4人,29,4/1/16 11:46,1012718,4/1/16
40512,1011583,51459482395115,土鳝鱼,26,4/1/16 11:46,1012718,4/1/16
40513,1011583,51459482395115,油条,5,4/1/16 11:46,1012718,4/1/16
40514,1011583,51459482395115,山药,10,4/1/16 11:46,1012718,4/1/16
40515,1011583,51459482395115,平菇,6,4/1/16 11:46,1012718,4/1/16
40516,1011583,51459482395115,夫人·麻辣牛肉,32,4/1/16 11:46,1012718,4/1/16
40517,1011583,51459482395115,蒿子秆,8,4/1/16 11:46,1012718,4/1/16
40518,1011583,51459482395115,绿色毛肚（空运）,26,4/1/16 11:46,1012718,4/1/16
40519,1011583,51459482395115,极品肥肠,26,4/1/16 11:46,1012718,4/1/16
40520,1011583,51459482395115,雪花勇闯天涯,6,4/1/16 11:46,1012718,4/1/16
40521,1011583,51459482395115,油豆皮,8,4/1/16 11:46,1012718,4/1/16
40522,1011583,51459482395115,脑花,10,4/1/16 11:46,1012718,4/1/16
40523,1011583,51459482395115,宽粉（空运）,10,4/1/16 11:46,1012718,4/1/16
40524,1011583,51459482395115,午餐肉(梅林),16,4/1/16 11:46,1012718,4/1/16
40525,1011583,51459482395115,秘制鲜虾滑,28,4/1/16 11:46,1012718,4/1/16
40526,1011583,51459482395115,嫩牛肉,28,4/1/16 11:46,1012718,4/1/16
40527,1011583,51459482395115,鲜鸭血,12,4/1/16 11:46,1012718,4/1/16
40528,1011584,51459482414204,夫人·腰花,20,4/1/16 11:46,1012718,4/1/16
40529,1011584,51459482414204,北冰洋,4,4/1/16 11:46,1012718,4/1/16
40530,1011584,51459482414204,牛油红锅3-4人,29,4/1/16 11:46,1012718,4/1/16
40531,1011584,51459482414204,土鳝鱼,26,4/1/16 11:46,1012718,4/1/16
40532,1011584,51459482414204,油条,5,4/1/16 11:46,1012718,4/1/16
40533,1011584,51459482414204,山药,10,4/1/16 11:46,1012718,4/1/16
40534,1011584,51459482414204,平菇,6,4/1/16 11:46,1012718,4/1/16
40535,1011584,51459482414204,夫人·麻辣牛肉,32,4/1/16 11:46,1012718,4/1/16
40536,1011584,51459482414204,蒿子秆,8,4/1/16 11:46,1012718,4/1/16
40537,1011584,51459482414204,绿色毛肚（空运）,26,4/1/16 11:46,1012718,4/1/16
40538,1011584,51459482414204,极品肥肠,26,4/1/16 11:46,1012718,4/1/16
40539,1011584,51459482414204,雪花勇闯天涯,6,4/1/16 11:46,1012718,4/1/16
40540,1011584,51459482414204,油豆皮,8,4/1/16 11:46,1012718,4/1/16
40541,1011584,51459482414204,脑花,10,4/1/16 11:46,1012718,4/1/16
40542,1011584,51459482414204,宽粉（空运）,10,4/1/16 11:46,1012718,4/1/16
40543,1011584,51459482414204,午餐肉(梅林),16,4/1/16 11:46,1012718,4/1/16
40544,1011584,51459482414204,秘制鲜虾滑,28,4/1/16 11:46,1012718,4/1/16
40545,1011584,51459482414204,嫩牛肉,28,4/1/16 11:46,1012718,4/1/16
40546,1011584,51459482414204,鲜鸭血,12,4/1/16 11:46,1012718,4/1/16
40547,1011585,51459482428999,夫人·腰花,20,4/1/16 11:47,1012718,4/1/16
40548,1011585,51459482428999,北冰洋,4,4/1/16 11:47,1012718,4/1/16
40549,1011585,51459482428999,牛油红锅3-4人,29,4/1/16 11:47,1012718,4/1/16
40550,1011585,51459482428999,土鳝鱼,26,4/1/16 11:47,1012718,4/1/16
40551,1011585,51459482428999,油条,5,4/1/16 11:47,1012718,4/1/16
40552,1011585,51459482428999,山药,10,4/1/16 11:47,1012718,4/1/16
40553,1011585,51459482428999,平菇,6,4/1/16 11:47,1012718,4/1/16
40554,1011585,51459482428999,夫人·麻辣牛肉,32,4/1/16 11:47,1012718,4/1/16
40555,1011585,51459482428999,蒿子秆,8,4/1/16 11:47,1012718,4/1/16
40556,1011585,51459482428999,绿色毛肚（空运）,26,4/1/16 11:47,1012718,4/1/16
40557,1011585,51459482428999,极品肥肠,26,4/1/16 11:47,1012718,4/1/16
40558,1011585,51459482428999,雪花勇闯天涯,6,4/1/16 11:47,1012718,4/1/16
40559,1011585,51459482428999,油豆皮,8,4/1/16 11:47,1012718,4/1/16
40560,1011585,51459482428999,脑花,10,4/1/16 11:47,1012718,4/1/16
40561,1011585,51459482428999,宽粉（空运）,10,4/1/16 11:47,1012718,4/1/16
40562,1011585,51459482428999,午餐肉(梅林),16,4/1/16 11:47,1012718,4/1/16
40563,1011585,51459482428999,秘制鲜虾滑,28,4/1/16 11:47,1012718,4/1/16
40564,1011585,51459482428999,嫩牛肉,28,4/1/16 11:47,1012718,4/1/16
40565,1011585,51459482428999,鲜鸭血,12,4/1/16 11:47,1012718,4/1/16
40566,1011586,51459482448932,夫人·腰花,20,4/1/16 11:47,1012718,4/1/16
40567,1011586,51459482448932,北冰洋,4,4/1/16 11:47,1012718,4/1/16
40568,1011586,51459482448932,牛油红锅3-4人,29,4/1/16 11:47,1012718,4/1/16
40569,1011586,51459482448932,土鳝鱼,26,4/1/16 11:47,1012718,4/1/16
40570,1011586,51459482448932,油条,5,4/1/16 11:47,1012718,4/1/16
40571,1011586,51459482448932,山药,10,4/1/16 11:47,1012718,4/1/16
40572,1011586,51459482448932,平菇,6,4/1/16 11:47,1012718,4/1/16
40573,1011586,51459482448932,夫人·麻辣牛肉,32,4/1/16 11:47,1012718,4/1/16
40574,1011586,51459482448932,蒿子秆,8,4/1/16 11:47,1012718,4/1/16
40575,1011586,51459482448932,绿色毛肚（空运）,26,4/1/16 11:47,1012718,4/1/16
40576,1011586,51459482448932,极品肥肠,26,4/1/16 11:47,1012718,4/1/16
40577,1011586,51459482448932,雪花勇闯天涯,6,4/1/16 11:47,1012718,4/1/16
40578,1011586,51459482448932,油豆皮,8,4/1/16 11:47,1012718,4/1/16
40579,1011586,51459482448932,脑花,10,4/1/16 11:47,1012718,4/1/16
40580,1011586,51459482448932,宽粉（空运）,10,4/1/16 11:47,1012718,4/1/16
40581,1011586,51459482448932,午餐肉(梅林),16,4/1/16 11:47,1012718,4/1/16
40582,1011586,51459482448932,秘制鲜虾滑,28,4/1/16 11:47,1012718,4/1/16
40583,1011586,51459482448932,嫩牛肉,28,4/1/16 11:47,1012718,4/1/16
40584,1011586,51459482448932,鲜鸭血,12,4/1/16 11:47,1012718,4/1/16
40585,1011587,51459482485076,夫人·肥牛,26,4/1/16 11:48,1012718,4/1/16
40586,1011587,51459482485076,夫人·羊肉卷,25,4/1/16 11:48,1012718,4/1/16
40587,1011587,51459482485076,茼蒿,8,4/1/16 11:48,1012718,4/1/16
40588,1011587,51459482485076,方竹笋（空运）,15,4/1/16 11:48,1012718,4/1/16
40589,1011587,51459482485076,现炸酥肉,25,4/1/16 11:48,1012718,4/1/16
40590,1011587,51459482485076,极品肥肠,26,4/1/16 11:48,1012718,4/1/16
40591,1011587,51459482485076,夫人·秘制麻酱,6,4/1/16 11:48,1012718,4/1/16
40592,1011587,51459482485076,维怡豆奶（空运）,25,4/1/16 11:48,1012718,4/1/16
40593,1011587,51459482485076,牛油红锅2人,19,4/1/16 11:48,1012718,4/1/16
40594,1011587,51459482485076,秘制鲜虾滑,28,4/1/16 11:48,1012718,4/1/16
40595,1011587,51459482485076,鲜鸭血,12,4/1/16 11:48,1012718,4/1/16
40596,1011588,51459482504641,夫人·肥牛,26,4/1/16 11:48,1012718,4/1/16
40597,1011588,51459482504641,夫人·羊肉卷,25,4/1/16 11:48,1012718,4/1/16
40598,1011588,51459482504641,茼蒿,8,4/1/16 11:48,1012718,4/1/16
40599,1011588,51459482504641,方竹笋（空运）,15,4/1/16 11:48,1012718,4/1/16
40600,1011588,51459482504641,现炸酥肉,25,4/1/16 11:48,1012718,4/1/16
40601,1011588,51459482504641,极品肥肠,26,4/1/16 11:48,1012718,4/1/16
40602,1011588,51459482504641,夫人·秘制麻酱,6,4/1/16 11:48,1012718,4/1/16
40603,1011588,51459482504641,维怡豆奶（空运）,25,4/1/16 11:48,1012718,4/1/16
40604,1011588,51459482504641,牛油红锅2人,19,4/1/16 11:48,1012718,4/1/16
40605,1011588,51459482504641,秘制鲜虾滑,28,4/1/16 11:48,1012718,4/1/16
40606,1011588,51459482504641,鲜鸭血,12,4/1/16 11:48,1012718,4/1/16
40607,1011589,51459482528228,夫人·肥牛,26,4/1/16 11:48,1012718,4/1/16
40608,1011589,51459482528228,夫人·羊肉卷,25,4/1/16 11:48,1012718,4/1/16
40609,1011589,51459482528228,茼蒿,8,4/1/16 11:48,1012718,4/1/16
40610,1011589,51459482528228,方竹笋（空运）,15,4/1/16 11:48,1012718,4/1/16
40611,1011589,51459482528228,现炸酥肉,25,4/1/16 11:48,1012718,4/1/16
40612,1011589,51459482528228,极品肥肠,26,4/1/16 11:48,1012718,4/1/16
40613,1011589,51459482528228,夫人·秘制麻酱,6,4/1/16 11:48,1012718,4/1/16
40614,1011589,51459482528228,维怡豆奶（空运）,25,4/1/16 11:48,1012718,4/1/16
40615,1011589,51459482528228,牛油红锅2人,19,4/1/16 11:48,1012718,4/1/16
40616,1011589,51459482528228,秘制鲜虾滑,28,4/1/16 11:48,1012718,4/1/16
40617,1011589,51459482528228,鲜鸭血,12,4/1/16 11:48,1012718,4/1/16
40626,1011593,51459482844924,大米饭,3,4/1/16 11:54,1012823,4/1/16
40627,1011593,51459482844924,熘肝尖,20,4/1/16 11:54,1012823,4/1/16
40628,1011594,51459482863105,大米饭,3,4/1/16 11:54,1012823,4/1/16
40629,1011594,51459482863105,熘肝尖,20,4/1/16 11:54,1012823,4/1/16
40630,1011595,51459483081160,夫人·肥牛,26,4/1/16 11:58,1012718,4/1/16
40631,1011595,51459483081160,夫人·羊肉卷,25,4/1/16 11:58,1012718,4/1/16
40632,1011595,51459483081160,火锅面,6,4/1/16 11:58,1012718,4/1/16
40633,1011595,51459483081160,茼蒿,8,4/1/16 11:58,1012718,4/1/16
40634,1011595,51459483081160,方竹笋（空运）,15,4/1/16 11:58,1012718,4/1/16
40635,1011595,51459483081160,现炸酥肉,25,4/1/16 11:58,1012718,4/1/16
40636,1011595,51459483081160,极品肥肠,26,4/1/16 11:58,1012718,4/1/16
40637,1011595,51459483081160,雪花勇闯天涯,6,4/1/16 11:58,1012718,4/1/16
40638,1011595,51459483081160,夫人·秘制麻酱,6,4/1/16 11:58,1012718,4/1/16
40639,1011595,51459483081160,维怡豆奶（空运）,25,4/1/16 11:58,1012718,4/1/16
40640,1011595,51459483081160,牛油红锅2人,19,4/1/16 11:58,1012718,4/1/16
40641,1011595,51459483081160,秘制鲜虾滑,28,4/1/16 11:58,1012718,4/1/16
40642,1011595,51459483081160,鲜鸭血,12,4/1/16 11:58,1012718,4/1/16
40643,1011596,51459483110396,夫人·肥牛,26,4/1/16 11:58,1012718,4/1/16
40644,1011596,51459483110396,夫人·羊肉卷,25,4/1/16 11:58,1012718,4/1/16
40645,1011596,51459483110396,火锅面,6,4/1/16 11:58,1012718,4/1/16
40646,1011596,51459483110396,茼蒿,8,4/1/16 11:58,1012718,4/1/16
40647,1011596,51459483110396,方竹笋（空运）,15,4/1/16 11:58,1012718,4/1/16
40648,1011596,51459483110396,现炸酥肉,25,4/1/16 11:58,1012718,4/1/16
40649,1011596,51459483110396,极品肥肠,26,4/1/16 11:58,1012718,4/1/16
40650,1011596,51459483110396,雪花勇闯天涯,6,4/1/16 11:58,1012718,4/1/16
40651,1011596,51459483110396,夫人·秘制麻酱,6,4/1/16 11:58,1012718,4/1/16
40652,1011596,51459483110396,维怡豆奶（空运）,25,4/1/16 11:58,1012718,4/1/16
40653,1011596,51459483110396,牛油红锅2人,19,4/1/16 11:58,1012718,4/1/16
40654,1011596,51459483110396,秘制鲜虾滑,28,4/1/16 11:58,1012718,4/1/16
40655,1011596,51459483110396,鲜鸭血,12,4/1/16 11:58,1012718,4/1/16
40772,1011610,51459484530425,荷塘咖啡（热）,48,4/1/16 12:22,1014747,4/1/16
40773,1011610,51459484530425,小食拼盘,68,4/1/16 12:22,1014747,4/1/16
40774,1011610,51459484530425,美式咖啡（热）,28,4/1/16 12:22,1014747,4/1/16
40775,1011611,51459484549425,荷塘咖啡（热）,48,4/1/16 12:22,1014747,4/1/16
40776,1011611,51459484549425,小食拼盘,68,4/1/16 12:22,1014747,4/1/16
40777,1011611,51459484549425,美式咖啡（热）,28,4/1/16 12:22,1014747,4/1/16
40816,1011624,51459486440542,牛油红锅5-6人,38,4/1/16 12:54,1012718,4/1/16
40817,1011624,51459486440542,油条,5,4/1/16 12:54,1012718,4/1/16
40818,1011624,51459486440542,夫人·麻辣牛肉,32,4/1/16 12:54,1012718,4/1/16
40819,1011624,51459486440542,金针菇,12,4/1/16 12:54,1012718,4/1/16
40820,1011624,51459486440542,香油碟（空运）,6,4/1/16 12:54,1012718,4/1/16
40821,1011624,51459486440542,夫人·鲜毛肚（空运）,28,4/1/16 12:54,1012718,4/1/16
40822,1011624,51459486440542,白菜心,6,4/1/16 12:54,1012718,4/1/16
40823,1011624,51459486440542,鱼豆腐（安井）,15,4/1/16 12:54,1012718,4/1/16
40824,1011624,51459486440542,夫人·秘制麻酱,6,4/1/16 12:54,1012718,4/1/16
40825,1011624,51459486440542,脆皮肠,15,4/1/16 12:54,1012718,4/1/16
40826,1011624,51459486440542,红糖糍粑（空运）,18,4/1/16 12:54,1012718,4/1/16
40827,1011624,51459486440542,手工牛肉丸,26,4/1/16 12:54,1012718,4/1/16
40828,1011624,51459486440542,秘制鲜虾滑,28,4/1/16 12:54,1012718,4/1/16
40829,1011625,51459486457677,牛油红锅5-6人,38,4/1/16 12:54,1012718,4/1/16
40830,1011625,51459486457677,油条,5,4/1/16 12:54,1012718,4/1/16
40831,1011625,51459486457677,夫人·麻辣牛肉,32,4/1/16 12:54,1012718,4/1/16
40832,1011625,51459486457677,金针菇,12,4/1/16 12:54,1012718,4/1/16
40833,1011625,51459486457677,香油碟（空运）,6,4/1/16 12:54,1012718,4/1/16
40834,1011625,51459486457677,夫人·鲜毛肚（空运）,28,4/1/16 12:54,1012718,4/1/16
40835,1011625,51459486457677,白菜心,6,4/1/16 12:54,1012718,4/1/16
40836,1011625,51459486457677,鱼豆腐（安井）,15,4/1/16 12:54,1012718,4/1/16
40837,1011625,51459486457677,夫人·秘制麻酱,6,4/1/16 12:54,1012718,4/1/16
40838,1011625,51459486457677,脆皮肠,15,4/1/16 12:54,1012718,4/1/16
40839,1011625,51459486457677,红糖糍粑（空运）,18,4/1/16 12:54,1012718,4/1/16
40840,1011625,51459486457677,手工牛肉丸,26,4/1/16 12:54,1012718,4/1/16
40841,1011625,51459486457677,秘制鲜虾滑,28,4/1/16 12:54,1012718,4/1/16
40842,1011626,51459486481263,牛油红锅5-6人,38,4/1/16 12:54,1012718,4/1/16
40843,1011626,51459486481263,油条,5,4/1/16 12:54,1012718,4/1/16
40844,1011626,51459486481263,夫人·麻辣牛肉,32,4/1/16 12:54,1012718,4/1/16
40845,1011626,51459486481263,金针菇,12,4/1/16 12:54,1012718,4/1/16
40846,1011626,51459486481263,香油碟（空运）,6,4/1/16 12:54,1012718,4/1/16
40847,1011626,51459486481263,夫人·鲜毛肚（空运）,28,4/1/16 12:54,1012718,4/1/16
40848,1011626,51459486481263,白菜心,6,4/1/16 12:54,1012718,4/1/16
40849,1011626,51459486481263,鱼豆腐（安井）,15,4/1/16 12:54,1012718,4/1/16
40850,1011626,51459486481263,夫人·秘制麻酱,6,4/1/16 12:54,1012718,4/1/16
40851,1011626,51459486481263,脆皮肠,15,4/1/16 12:54,1012718,4/1/16
40852,1011626,51459486481263,红糖糍粑（空运）,18,4/1/16 12:54,1012718,4/1/16
40853,1011626,51459486481263,手工牛肉丸,26,4/1/16 12:54,1012718,4/1/16
40854,1011626,51459486481263,秘制鲜虾滑,28,4/1/16 12:54,1012718,4/1/16
40855,1011627,51459486499624,牛油红锅5-6人,38,4/1/16 12:54,1012718,4/1/16
40856,1011627,51459486499624,油条,5,4/1/16 12:54,1012718,4/1/16
40857,1011627,51459486499624,夫人·麻辣牛肉,32,4/1/16 12:54,1012718,4/1/16
40858,1011627,51459486499624,金针菇,12,4/1/16 12:54,1012718,4/1/16
40859,1011627,51459486499624,香油碟（空运）,6,4/1/16 12:54,1012718,4/1/16
40860,1011627,51459486499624,夫人·鲜毛肚（空运）,28,4/1/16 12:54,1012718,4/1/16
40861,1011627,51459486499624,白菜心,6,4/1/16 12:54,1012718,4/1/16
40862,1011627,51459486499624,鱼豆腐（安井）,15,4/1/16 12:54,1012718,4/1/16
40863,1011627,51459486499624,夫人·秘制麻酱,6,4/1/16 12:54,1012718,4/1/16
40864,1011627,51459486499624,脆皮肠,15,4/1/16 12:54,1012718,4/1/16
40865,1011627,51459486499624,红糖糍粑（空运）,18,4/1/16 12:54,1012718,4/1/16
40866,1011627,51459486499624,手工牛肉丸,26,4/1/16 12:54,1012718,4/1/16
40867,1011627,51459486499624,秘制鲜虾滑,28,4/1/16 12:54,1012718,4/1/16
40868,1011628,51459486539041,牛油红锅5-6人,38,4/1/16 12:55,1012718,4/1/16
40869,1011628,51459486539041,油条,5,4/1/16 12:55,1012718,4/1/16
40870,1011628,51459486539041,夫人·麻辣牛肉,32,4/1/16 12:55,1012718,4/1/16
40871,1011628,51459486539041,金针菇,12,4/1/16 12:55,1012718,4/1/16
40872,1011628,51459486539041,香油碟（空运）,6,4/1/16 12:55,1012718,4/1/16
40873,1011628,51459486539041,夫人·鲜毛肚（空运）,28,4/1/16 12:55,1012718,4/1/16
40874,1011628,51459486539041,白菜心,6,4/1/16 12:55,1012718,4/1/16
40875,1011628,51459486539041,鱼豆腐（安井）,15,4/1/16 12:55,1012718,4/1/16
40876,1011628,51459486539041,夫人·秘制麻酱,6,4/1/16 12:55,1012718,4/1/16
40877,1011628,51459486539041,脆皮肠,15,4/1/16 12:55,1012718,4/1/16
40878,1011628,51459486539041,红糖糍粑（空运）,18,4/1/16 12:55,1012718,4/1/16
40879,1011628,51459486539041,手工牛肉丸,26,4/1/16 12:55,1012718,4/1/16
40880,1011628,51459486539041,秘制鲜虾滑,28,4/1/16 12:55,1012718,4/1/16
40881,1011629,51459486579204,牛油红锅5-6人,38,4/1/16 12:56,1012718,4/1/16
40882,1011629,51459486579204,油条,5,4/1/16 12:56,1012718,4/1/16
40883,1011629,51459486579204,夫人·麻辣牛肉,32,4/1/16 12:56,1012718,4/1/16
40884,1011629,51459486579204,金针菇,12,4/1/16 12:56,1012718,4/1/16
40885,1011629,51459486579204,香油碟（空运）,6,4/1/16 12:56,1012718,4/1/16
40886,1011629,51459486579204,夫人·鲜毛肚（空运）,28,4/1/16 12:56,1012718,4/1/16
40887,1011629,51459486579204,白菜心,6,4/1/16 12:56,1012718,4/1/16
40888,1011629,51459486579204,鱼豆腐（安井）,15,4/1/16 12:56,1012718,4/1/16
40889,1011629,51459486579204,夫人·秘制麻酱,6,4/1/16 12:56,1012718,4/1/16
40890,1011629,51459486579204,脆皮肠,15,4/1/16 12:56,1012718,4/1/16
40891,1011629,51459486579204,红糖糍粑（空运）,18,4/1/16 12:56,1012718,4/1/16
40892,1011629,51459486579204,手工牛肉丸,26,4/1/16 12:56,1012718,4/1/16
40893,1011629,51459486579204,秘制鲜虾滑,28,4/1/16 12:56,1012718,4/1/16
40894,1011630,51459486586249,牛油红锅5-6人,38,4/1/16 12:56,1012718,4/1/16
40895,1011630,51459486586249,油条,5,4/1/16 12:56,1012718,4/1/16
40896,1011630,51459486586249,夫人·麻辣牛肉,32,4/1/16 12:56,1012718,4/1/16
40897,1011630,51459486586249,金针菇,12,4/1/16 12:56,1012718,4/1/16
40898,1011630,51459486586249,香油碟（空运）,6,4/1/16 12:56,1012718,4/1/16
40899,1011630,51459486586249,夫人·鲜毛肚（空运）,28,4/1/16 12:56,1012718,4/1/16
40900,1011630,51459486586249,白菜心,6,4/1/16 12:56,1012718,4/1/16
40901,1011630,51459486586249,鱼豆腐（安井）,15,4/1/16 12:56,1012718,4/1/16
40902,1011630,51459486586249,夫人·秘制麻酱,6,4/1/16 12:56,1012718,4/1/16
40903,1011630,51459486586249,脆皮肠,15,4/1/16 12:56,1012718,4/1/16
40904,1011630,51459486586249,红糖糍粑（空运）,18,4/1/16 12:56,1012718,4/1/16
40905,1011630,51459486586249,手工牛肉丸,26,4/1/16 12:56,1012718,4/1/16
40906,1011630,51459486586249,秘制鲜虾滑,28,4/1/16 12:56,1012718,4/1/16
40907,1011631,51459486591195,牛油红锅5-6人,38,4/1/16 12:56,1012718,4/1/16
40908,1011631,51459486591195,油条,5,4/1/16 12:56,1012718,4/1/16
40909,1011631,51459486591195,夫人·麻辣牛肉,32,4/1/16 12:56,1012718,4/1/16
40910,1011631,51459486591195,金针菇,12,4/1/16 12:56,1012718,4/1/16
40911,1011631,51459486591195,香油碟（空运）,6,4/1/16 12:56,1012718,4/1/16
40912,1011631,51459486591195,夫人·鲜毛肚（空运）,28,4/1/16 12:56,1012718,4/1/16
40913,1011631,51459486591195,白菜心,6,4/1/16 12:56,1012718,4/1/16
40914,1011631,51459486591195,鱼豆腐（安井）,15,4/1/16 12:56,1012718,4/1/16
40915,1011631,51459486591195,夫人·秘制麻酱,6,4/1/16 12:56,1012718,4/1/16
40916,1011631,51459486591195,脆皮肠,15,4/1/16 12:56,1012718,4/1/16
40917,1011631,51459486591195,红糖糍粑（空运）,18,4/1/16 12:56,1012718,4/1/16
